trip_id,timestamp,pickup_district,driver_id,driver_status,trip_duration_mins,fare_amount_euros
TRIP_10402,2026-06-02 14:26:25.301943,Mitte,DRV_109,Passengers_Onboard,16,24.85
TRIP_12747,2026-06-02 14:31:25.301943,Mitte,DRV_103,Passengers_Onboard,8,13.45
TRIP_10956,2026-06-02 14:40:25.301943,Prenzlauer Berg,DRV_107,Passengers_Onboard,16,20.25
TRIP_12608,2026-06-02 14:51:25.301943,Mitte,DRV_114,Passengers_Onboard,9,12.49
TRIP_10693,2026-06-02 14:53:25.301943,Friedrichshain-Kreuzberg,DRV_104,En Route,0,0.0
TRIP_14870,2026-06-02 15:05:25.301943,Prenzlauer Berg,DRV_130,Passengers_Onboard,3,9.49
TRIP_14480,2026-06-02 15:11:25.301943,Prenzlauer Berg,DRV_121,En Route,0,0.0
TRIP_10715,2026-06-02 15:12:25.301943,Friedrichshain-Kreuzberg,DRV_134,En Route,0,0.0
TRIP_11206,2026-06-02 15:17:25.301943,Mitte,DRV_143,Passengers_Onboard,13,22.37
TRIP_12912,2026-06-02 15:19:25.301943,Friedrichshain-Kreuzberg,DRV_125,En Route,0,0.0
TRIP_12691,2026-06-02 15:24:25.301943,Friedrichshain-Kreuzberg,DRV_120,Passengers_Onboard,15,23.8
TRIP_10331,2026-06-02 15:26:25.301943,Friedrichshain-Kreuzberg,DRV_108,Passengers_Onboard,9,15.21
TRIP_13154,2026-06-02 15:39:25.301943,Friedrichshain-Kreuzberg,DRV_116,Passengers_Onboard,14,20.94
TRIP_13850,2026-06-02 15:41:25.301943,Friedrichshain-Kreuzberg,DRV_114,Idle,0,0.0
TRIP_14762,2026-06-02 15:43:25.301943,Mitte,DRV_143,Passengers_Onboard,6,8.08
TRIP_12323,2026-06-02 15:43:25.301943,Mitte,DRV_147,En Route,0,0.0
TRIP_14038,2026-06-02 15:46:25.301943,Mitte,DRV_124,Passengers_Onboard,8,10.38
TRIP_11470,2026-06-02 15:46:25.301943,Mitte,DRV_133,Passengers_Onboard,11,18.8
TRIP_13084,2026-06-02 15:49:25.301943,Mitte,DRV_105,Passengers_Onboard,14,18.42
TRIP_11425,2026-06-02 15:55:25.301943,Mitte,DRV_131,Passengers_Onboard,15,18.64
TRIP_10286,2026-06-02 15:58:25.301943,Prenzlauer Berg,DRV_149,Passengers_Onboard,12,20.59
TRIP_12392,2026-06-02 15:58:25.301943,Prenzlauer Berg,DRV_131,Passengers_Onboard,27,35.08
TRIP_14872,2026-06-02 16:00:25.301943,Mitte,DRV_107,Passengers_Onboard,6,12.16
TRIP_11625,2026-06-02 16:04:25.301943,Mitte,DRV_102,Passengers_Onboard,23,30.24
TRIP_12352,2026-06-02 16:04:25.301943,Prenzlauer Berg,DRV_147,Passengers_Onboard,12,19.85
TRIP_10504,2026-06-02 16:08:25.301943,Friedrichshain-Kreuzberg,DRV_144,En Route,0,0.0
TRIP_14257,2026-06-02 16:15:25.301943,Mitte,DRV_105,Passengers_Onboard,15,18.32
TRIP_13283,2026-06-02 16:34:25.301943,Mitte,DRV_104,Passengers_Onboard,19,26.93
TRIP_14149,2026-06-02 16:34:25.301943,Mitte,DRV_124,Passengers_Onboard,18,26.68
TRIP_14912,2026-06-02 16:39:25.301943,Mitte,DRV_148,Idle,0,0.0
TRIP_14916,2026-06-02 16:49:25.301943,Friedrichshain-Kreuzberg,DRV_119,Passengers_Onboard,14,17.78
TRIP_14683,2026-06-02 16:52:25.301943,Mitte,DRV_145,Passengers_Onboard,20,28.35
TRIP_10277,2026-06-02 17:02:25.301943,Prenzlauer Berg,DRV_127,Passengers_Onboard,12,19.06
TRIP_14619,2026-06-02 17:14:25.301943,Mitte,DRV_125,Passengers_Onboard,12,20.94
TRIP_11195,2026-06-02 17:17:25.301943,Friedrichshain-Kreuzberg,DRV_146,En Route,0,0.0
TRIP_10665,2026-06-02 17:25:25.301943,Friedrichshain-Kreuzberg,DRV_101,Passengers_Onboard,16,25.29
TRIP_10647,2026-06-02 17:28:25.301943,Prenzlauer Berg,DRV_142,Passengers_Onboard,27,35.16
TRIP_14354,2026-06-02 17:36:25.301943,Mitte,DRV_142,Idle,0,0.0
TRIP_13579,2026-06-02 17:38:25.301943,Friedrichshain-Kreuzberg,DRV_145,En Route,0,0.0
TRIP_10142,2026-06-02 17:39:25.301943,Mitte,DRV_118,Passengers_Onboard,17,25.39
TRIP_12616,2026-06-02 17:42:25.301943,Mitte,DRV_135,Idle,0,0.0
TRIP_11881,2026-06-02 17:42:25.301943,Mitte,DRV_139,Passengers_Onboard,9,12.52
TRIP_10430,2026-06-02 17:42:25.301943,Mitte,DRV_106,En Route,0,0.0
TRIP_13143,2026-06-02 17:48:25.301943,Prenzlauer Berg,DRV_115,Idle,0,0.0
TRIP_14452,2026-06-02 17:53:25.301943,Friedrichshain-Kreuzberg,DRV_118,Idle,0,0.0
TRIP_13937,2026-06-02 17:53:25.301943,Friedrichshain-Kreuzberg,DRV_136,Passengers_Onboard,14,22.82
TRIP_13133,2026-06-02 17:54:25.301943,Mitte,DRV_142,En Route,0,0.0
TRIP_13501,2026-06-02 18:13:25.301943,Mitte,DRV_113,Idle,0,0.0
TRIP_11794,2026-06-02 18:28:25.301943,Mitte,DRV_136,Passengers_Onboard,9,16.67
TRIP_13425,2026-06-02 18:33:25.301943,Friedrichshain-Kreuzberg,DRV_122,Passengers_Onboard,16,24.68
TRIP_10587,2026-06-02 18:36:25.301943,Prenzlauer Berg,DRV_103,Passengers_Onboard,3,9.15
TRIP_11367,2026-06-02 18:38:25.301943,Mitte,DRV_140,Passengers_Onboard,4,7.58
TRIP_11502,2026-06-02 18:46:25.301943,Mitte,DRV_106,Passengers_Onboard,11,19.74
TRIP_13403,2026-06-02 19:05:25.301943,Prenzlauer Berg,DRV_122,Passengers_Onboard,20,29.25
TRIP_11398,2026-06-02 19:11:25.301943,Prenzlauer Berg,DRV_124,Passengers_Onboard,10,17.76
TRIP_10507,2026-06-02 19:13:25.301943,Friedrichshain-Kreuzberg,DRV_130,Passengers_Onboard,23,27.88
TRIP_10727,2026-06-02 19:15:25.301943,Friedrichshain-Kreuzberg,DRV_148,Idle,0,0.0
TRIP_11000,2026-06-02 19:16:25.301943,Friedrichshain-Kreuzberg,DRV_143,Passengers_Onboard,10,17.02
TRIP_11013,2026-06-02 19:24:25.301943,Prenzlauer Berg,DRV_105,Passengers_Onboard,16,23.18
TRIP_13610,2026-06-02 19:24:25.301943,Mitte,DRV_143,En Route,0,0.0
TRIP_12852,2026-06-02 19:39:25.301943,Prenzlauer Berg,DRV_136,Idle,0,0.0
TRIP_13516,2026-06-02 19:46:25.301943,Friedrichshain-Kreuzberg,DRV_129,Passengers_Onboard,17,18.85
TRIP_14379,2026-06-02 19:58:25.301943,Prenzlauer Berg,DRV_148,Passengers_Onboard,16,22.54
TRIP_10940,2026-06-02 20:09:25.301943,Friedrichshain-Kreuzberg,DRV_122,Idle,0,0.0
TRIP_14833,2026-06-02 20:13:25.301943,Friedrichshain-Kreuzberg,DRV_139,Passengers_Onboard,20,27.87
TRIP_12334,2026-06-02 20:26:25.301943,Friedrichshain-Kreuzberg,DRV_113,En Route,0,0.0
TRIP_12431,2026-06-02 20:49:25.301943,Mitte,DRV_114,En Route,0,0.0
TRIP_12429,2026-06-02 20:57:25.301943,Friedrichshain-Kreuzberg,DRV_122,Passengers_Onboard,28,37.92
TRIP_11111,2026-06-02 20:57:25.301943,Mitte,DRV_113,En Route,0,0.0
TRIP_14932,2026-06-02 21:00:25.301943,Friedrichshain-Kreuzberg,DRV_104,Passengers_Onboard,12,13.51
TRIP_12623,2026-06-02 21:06:25.301943,Friedrichshain-Kreuzberg,DRV_125,Passengers_Onboard,12,16.85
TRIP_10471,2026-06-02 21:09:25.301943,Friedrichshain-Kreuzberg,DRV_128,En Route,0,0.0
TRIP_12629,2026-06-02 21:23:25.301943,Mitte,DRV_144,Passengers_Onboard,12,16.77
TRIP_11834,2026-06-02 21:29:25.301943,Prenzlauer Berg,DRV_132,Passengers_Onboard,23,32.84
TRIP_14519,2026-06-02 21:46:25.301943,Mitte,DRV_136,Passengers_Onboard,14,18.25
TRIP_13240,2026-06-02 21:47:25.301943,Prenzlauer Berg,DRV_138,Passengers_Onboard,10,14.82
TRIP_14091,2026-06-02 21:49:25.301943,Mitte,DRV_107,En Route,0,0.0
TRIP_14648,2026-06-02 21:49:25.301943,Mitte,DRV_127,Passengers_Onboard,15,21.03
TRIP_11683,2026-06-02 21:57:25.301943,Mitte,DRV_122,En Route,0,0.0
TRIP_12376,2026-06-02 22:01:25.301943,Mitte,DRV_124,Passengers_Onboard,20,29.08
TRIP_11222,2026-06-02 22:15:25.301943,Friedrichshain-Kreuzberg,DRV_103,Passengers_Onboard,24,33.46
TRIP_13803,2026-06-02 22:18:25.301943,Mitte,DRV_143,Idle,0,0.0
TRIP_13306,2026-06-02 22:19:25.301943,Friedrichshain-Kreuzberg,DRV_113,En Route,0,0.0
TRIP_12144,2026-06-02 22:30:25.301943,Friedrichshain-Kreuzberg,DRV_134,En Route,0,0.0
TRIP_10145,2026-06-02 22:31:25.301943,Friedrichshain-Kreuzberg,DRV_145,Passengers_Onboard,7,9.38
TRIP_10901,2026-06-02 22:37:25.301943,Prenzlauer Berg,DRV_138,Passengers_Onboard,13,21.81
TRIP_14592,2026-06-02 22:54:25.301943,Friedrichshain-Kreuzberg,DRV_100,Passengers_Onboard,13,20.87
TRIP_11214,2026-06-02 23:16:25.301943,Mitte,DRV_135,Passengers_Onboard,13,18.38
TRIP_11313,2026-06-02 23:20:25.301943,Prenzlauer Berg,DRV_142,Passengers_Onboard,14,28.68
TRIP_12505,2026-06-02 23:23:25.301943,Mitte,DRV_116,Passengers_Onboard,11,15.03
TRIP_11110,2026-06-02 23:25:25.301943,Friedrichshain-Kreuzberg,DRV_119,Passengers_Onboard,8,13.92
TRIP_13502,2026-06-02 23:38:25.301943,Mitte,DRV_116,Idle,0,0.0
TRIP_11105,2026-06-02 23:41:25.301943,Mitte,DRV_115,Passengers_Onboard,8,14.04
TRIP_13629,2026-06-02 23:43:25.301943,Mitte,DRV_126,Passengers_Onboard,11,19.61
TRIP_12655,2026-06-02 23:49:25.301943,Friedrichshain-Kreuzberg,DRV_148,Passengers_Onboard,19,23.05
TRIP_10009,2026-06-02 23:52:25.301943,Mitte,DRV_127,Passengers_Onboard,16,23.48
TRIP_11099,2026-06-02 23:56:25.301943,Friedrichshain-Kreuzberg,DRV_134,Passengers_Onboard,8,13.68
TRIP_13303,2026-06-02 23:59:25.301943,Prenzlauer Berg,DRV_149,En Route,0,0.0
TRIP_12614,2026-06-03 00:03:25.301943,Mitte,DRV_117,Passengers_Onboard,9,17.54
TRIP_11310,2026-06-03 00:10:25.301943,Friedrichshain-Kreuzberg,DRV_114,Passengers_Onboard,16,19.33
TRIP_11219,2026-06-03 00:15:25.301943,Mitte,DRV_126,En Route,0,0.0
TRIP_12689,2026-06-03 00:21:25.301943,Mitte,DRV_124,Idle,0,0.0
TRIP_10370,2026-06-03 00:22:25.301943,Mitte,DRV_106,En Route,0,0.0
TRIP_12915,2026-06-03 00:22:25.301943,Mitte,DRV_125,Idle,0,0.0
TRIP_12527,2026-06-03 00:22:25.301943,Mitte,DRV_104,Passengers_Onboard,18,22.1
TRIP_13409,2026-06-03 00:30:25.301943,Friedrichshain-Kreuzberg,DRV_101,Idle,0,0.0
TRIP_13789,2026-06-03 00:31:25.301943,Prenzlauer Berg,DRV_142,Passengers_Onboard,14,18.26
TRIP_10818,2026-06-03 00:40:25.301943,Mitte,DRV_125,Idle,0,0.0
TRIP_14513,2026-06-03 00:40:25.301943,Mitte,DRV_134,Passengers_Onboard,9,15.31
TRIP_14198,2026-06-03 00:44:25.301943,Friedrichshain-Kreuzberg,DRV_121,Passengers_Onboard,14,24.47
TRIP_14896,2026-06-03 00:45:25.301943,Friedrichshain-Kreuzberg,DRV_149,Idle,0,0.0
TRIP_10118,2026-06-03 00:58:25.301943,Mitte,DRV_105,Passengers_Onboard,22,30.97
TRIP_14694,2026-06-03 01:04:25.301943,Prenzlauer Berg,DRV_104,Passengers_Onboard,9,14.09
TRIP_12331,2026-06-03 01:09:25.301943,Friedrichshain-Kreuzberg,DRV_135,Passengers_Onboard,18,24.42
TRIP_13763,2026-06-03 01:09:25.301943,Mitte,DRV_102,Passengers_Onboard,16,24.56
TRIP_14520,2026-06-03 01:11:25.301943,Prenzlauer Berg,DRV_134,Passengers_Onboard,15,21.25
TRIP_14037,2026-06-03 01:11:25.301943,Friedrichshain-Kreuzberg,DRV_119,En Route,0,0.0
TRIP_11452,2026-06-03 01:26:25.301943,Friedrichshain-Kreuzberg,DRV_131,Passengers_Onboard,8,16.23
TRIP_14888,2026-06-03 01:28:25.301943,Mitte,DRV_140,Passengers_Onboard,14,18.19
TRIP_12405,2026-06-03 01:35:25.301943,Prenzlauer Berg,DRV_145,En Route,0,0.0
TRIP_14054,2026-06-03 01:37:25.301943,Mitte,DRV_111,Passengers_Onboard,20,26.27
TRIP_11230,2026-06-03 01:38:25.301943,Mitte,DRV_143,Passengers_Onboard,10,13.9
TRIP_11451,2026-06-03 01:38:25.301943,Prenzlauer Berg,DRV_112,Idle,0,0.0
TRIP_10194,2026-06-03 01:41:25.301943,Mitte,DRV_129,Idle,0,0.0
TRIP_11140,2026-06-03 01:43:25.301943,Friedrichshain-Kreuzberg,DRV_144,Passengers_Onboard,22,29.8
TRIP_10033,2026-06-03 02:03:25.301943,Prenzlauer Berg,DRV_139,Passengers_Onboard,16,22.14
TRIP_13671,2026-06-03 02:04:25.301943,Friedrichshain-Kreuzberg,DRV_138,Passengers_Onboard,11,13.68
TRIP_13210,2026-06-03 02:13:25.301943,Mitte,DRV_106,En Route,0,0.0
TRIP_13888,2026-06-03 02:18:25.301943,Prenzlauer Berg,DRV_120,Passengers_Onboard,13,19.75
TRIP_14018,2026-06-03 02:23:25.301943,Prenzlauer Berg,DRV_126,Passengers_Onboard,22,31.35
TRIP_10028,2026-06-03 02:27:25.301943,Prenzlauer Berg,DRV_136,En Route,0,0.0
TRIP_13186,2026-06-03 02:37:25.301943,Prenzlauer Berg,DRV_102,Idle,0,0.0
TRIP_12600,2026-06-03 02:37:25.301943,Mitte,DRV_138,Passengers_Onboard,16,22.24
TRIP_14381,2026-06-03 02:46:25.301943,Mitte,DRV_140,En Route,0,0.0
TRIP_12886,2026-06-03 02:48:25.301943,Mitte,DRV_102,Passengers_Onboard,16,25.14
TRIP_13528,2026-06-03 02:52:25.301943,Friedrichshain-Kreuzberg,DRV_140,Passengers_Onboard,20,31.58
TRIP_12292,2026-06-03 02:53:25.301943,Prenzlauer Berg,DRV_102,En Route,0,0.0
TRIP_14008,2026-06-03 02:57:25.301943,Mitte,DRV_105,Passengers_Onboard,12,21.3
TRIP_11540,2026-06-03 03:03:25.301943,Friedrichshain-Kreuzberg,DRV_116,Idle,0,0.0
TRIP_14770,2026-06-03 03:12:25.301943,Mitte,DRV_109,Passengers_Onboard,22,29.57
TRIP_11302,2026-06-03 03:16:25.301943,Mitte,DRV_115,Passengers_Onboard,23,30.94
TRIP_12807,2026-06-03 03:18:25.301943,Prenzlauer Berg,DRV_136,Idle,0,0.0
TRIP_13190,2026-06-03 03:35:25.301943,Friedrichshain-Kreuzberg,DRV_118,Idle,0,0.0
TRIP_13366,2026-06-03 03:40:25.301943,Mitte,DRV_111,Passengers_Onboard,8,14.46
TRIP_13375,2026-06-03 03:58:25.301943,Prenzlauer Berg,DRV_107,Passengers_Onboard,12,18.56
TRIP_11532,2026-06-03 04:01:25.301943,Mitte,DRV_141,En Route,0,0.0
TRIP_13851,2026-06-03 04:06:25.301943,Prenzlauer Berg,DRV_100,En Route,0,0.0
TRIP_13914,2026-06-03 04:17:25.301943,Prenzlauer Berg,DRV_123,Passengers_Onboard,16,24.26
TRIP_10870,2026-06-03 04:17:25.301943,Mitte,DRV_109,Idle,0,0.0
TRIP_12269,2026-06-03 04:27:25.301943,Prenzlauer Berg,DRV_113,Idle,0,0.0
TRIP_12840,2026-06-03 04:29:25.301943,Friedrichshain-Kreuzberg,DRV_112,Idle,0,0.0
TRIP_10319,2026-06-03 04:33:25.301943,Friedrichshain-Kreuzberg,DRV_136,Passengers_Onboard,16,24.29
TRIP_13247,2026-06-03 04:35:25.301943,Prenzlauer Berg,DRV_118,Passengers_Onboard,14,19.73
TRIP_14817,2026-06-03 04:42:25.301943,Mitte,DRV_102,En Route,0,0.0
TRIP_12532,2026-06-03 04:50:25.301943,Mitte,DRV_115,Idle,0,0.0
TRIP_14446,2026-06-03 04:51:25.301943,Prenzlauer Berg,DRV_120,Passengers_Onboard,11,20.99
TRIP_11397,2026-06-03 04:52:25.301943,Prenzlauer Berg,DRV_143,En Route,0,0.0
TRIP_12683,2026-06-03 04:57:25.301943,Friedrichshain-Kreuzberg,DRV_106,Idle,0,0.0
TRIP_12831,2026-06-03 04:57:25.301943,Friedrichshain-Kreuzberg,DRV_116,Passengers_Onboard,9,17.16
TRIP_12321,2026-06-03 05:00:25.301943,Mitte,DRV_126,Passengers_Onboard,15,21.38
TRIP_14196,2026-06-03 05:08:25.301943,Mitte,DRV_109,Passengers_Onboard,17,25.96
TRIP_10258,2026-06-03 05:12:25.301943,Mitte,DRV_106,En Route,0,0.0
TRIP_13787,2026-06-03 05:15:25.301943,Friedrichshain-Kreuzberg,DRV_138,Idle,0,0.0
TRIP_14313,2026-06-03 05:15:25.301943,Friedrichshain-Kreuzberg,DRV_129,Passengers_Onboard,16,25.45
TRIP_10846,2026-06-03 05:15:25.301943,Mitte,DRV_136,En Route,0,0.0
TRIP_14497,2026-06-03 05:18:25.301943,Mitte,DRV_105,Passengers_Onboard,15,22.29
TRIP_13185,2026-06-03 05:37:25.301943,Mitte,DRV_110,Passengers_Onboard,13,18.32
TRIP_10339,2026-06-03 05:43:25.301943,Mitte,DRV_122,En Route,0,0.0
TRIP_13921,2026-06-03 05:56:25.301943,Friedrichshain-Kreuzberg,DRV_106,Passengers_Onboard,23,31.16
TRIP_12682,2026-06-03 06:05:25.301943,Friedrichshain-Kreuzberg,DRV_104,Idle,0,0.0
TRIP_11952,2026-06-03 06:07:25.301943,Mitte,DRV_114,Passengers_Onboard,17,30.26
TRIP_14638,2026-06-03 06:09:25.301943,Mitte,DRV_108,Passengers_Onboard,14,18.06
TRIP_13596,2026-06-03 06:10:25.301943,Prenzlauer Berg,DRV_131,Passengers_Onboard,10,15.98
TRIP_11620,2026-06-03 06:12:25.301943,Mitte,DRV_101,Passengers_Onboard,21,26.11
TRIP_14569,2026-06-03 06:19:25.301943,Mitte,DRV_119,Passengers_Onboard,14,17.77
TRIP_12956,2026-06-03 06:19:25.301943,Friedrichshain-Kreuzberg,DRV_147,Passengers_Onboard,10,18.77
TRIP_10521,2026-06-03 06:22:25.301943,Prenzlauer Berg,DRV_109,Passengers_Onboard,17,24.67
TRIP_12525,2026-06-03 06:42:25.301943,Prenzlauer Berg,DRV_115,Passengers_Onboard,13,20.72
TRIP_14081,2026-06-03 07:08:25.301943,Prenzlauer Berg,DRV_117,Passengers_Onboard,9,13.72
TRIP_12996,2026-06-03 07:11:25.301943,Mitte,DRV_120,Passengers_Onboard,13,17.95
TRIP_13898,2026-06-03 07:17:25.301943,Prenzlauer Berg,DRV_126,Passengers_Onboard,18,24.68
TRIP_14237,2026-06-03 07:23:25.301943,Friedrichshain-Kreuzberg,DRV_146,Idle,0,0.0
TRIP_13128,2026-06-03 07:28:25.301943,Mitte,DRV_125,Passengers_Onboard,18,24.37
TRIP_11659,2026-06-03 07:29:25.301943,Mitte,DRV_116,Passengers_Onboard,13,24.39
TRIP_10806,2026-06-03 07:38:25.301943,Prenzlauer Berg,DRV_147,Idle,0,0.0
TRIP_12389,2026-06-03 07:38:25.301943,Mitte,DRV_105,Passengers_Onboard,18,22.42
TRIP_10137,2026-06-03 07:43:25.301943,Mitte,DRV_128,En Route,0,0.0
TRIP_11925,2026-06-03 07:44:25.301943,Friedrichshain-Kreuzberg,DRV_121,Passengers_Onboard,14,22.04
TRIP_11239,2026-06-03 07:45:25.301943,Friedrichshain-Kreuzberg,DRV_121,Passengers_Onboard,12,20.34
TRIP_12980,2026-06-03 08:11:25.301943,Mitte,DRV_138,Passengers_Onboard,18,23.53
TRIP_11262,2026-06-03 08:14:25.301943,Mitte,DRV_106,Passengers_Onboard,16,22.63
TRIP_10233,2026-06-03 08:23:25.301943,Prenzlauer Berg,DRV_137,Passengers_Onboard,18,25.66
TRIP_11556,2026-06-03 08:30:25.301943,Friedrichshain-Kreuzberg,DRV_121,Passengers_Onboard,14,23.99
TRIP_14258,2026-06-03 08:43:25.301943,Mitte,DRV_134,Passengers_Onboard,8,12.68
TRIP_10570,2026-06-03 08:46:25.301943,Friedrichshain-Kreuzberg,DRV_118,Passengers_Onboard,12,17.85
TRIP_10804,2026-06-03 08:48:25.301943,Mitte,DRV_119,Idle,0,0.0
TRIP_12923,2026-06-03 08:54:25.301943,Friedrichshain-Kreuzberg,DRV_101,Passengers_Onboard,19,22.52
TRIP_11184,2026-06-03 08:56:25.301943,Mitte,DRV_115,Idle,0,0.0
TRIP_14138,2026-06-03 09:03:25.301943,Friedrichshain-Kreuzberg,DRV_125,Passengers_Onboard,11,18.42
TRIP_11808,2026-06-03 09:06:25.301943,Mitte,DRV_107,Idle,0,0.0
TRIP_13860,2026-06-03 09:10:25.301943,Prenzlauer Berg,DRV_105,Passengers_Onboard,20,32.34
TRIP_10674,2026-06-03 09:20:25.301943,Friedrichshain-Kreuzberg,DRV_120,Idle,0,0.0
TRIP_13884,2026-06-03 09:39:25.301943,Friedrichshain-Kreuzberg,DRV_124,En Route,0,0.0
TRIP_10094,2026-06-03 10:00:25.301943,Friedrichshain-Kreuzberg,DRV_125,En Route,0,0.0
TRIP_11060,2026-06-03 10:08:25.301943,Friedrichshain-Kreuzberg,DRV_143,Passengers_Onboard,22,30.1
TRIP_11201,2026-06-03 10:09:25.301943,Mitte,DRV_123,Passengers_Onboard,6,11.29
TRIP_10423,2026-06-03 10:20:25.301943,Mitte,DRV_137,Passengers_Onboard,20,26.73
TRIP_12860,2026-06-03 10:21:25.301943,Mitte,DRV_132,Idle,0,0.0
TRIP_11465,2026-06-03 10:25:25.301943,Friedrichshain-Kreuzberg,DRV_110,Idle,0,0.0
TRIP_14578,2026-06-03 10:32:25.301943,Mitte,DRV_146,Passengers_Onboard,11,14.17
TRIP_13397,2026-06-03 10:37:25.301943,Mitte,DRV_118,Passengers_Onboard,20,28.28
TRIP_10171,2026-06-03 10:37:25.301943,Friedrichshain-Kreuzberg,DRV_102,Passengers_Onboard,19,27.99
TRIP_12435,2026-06-03 10:44:25.301943,Mitte,DRV_115,En Route,0,0.0
TRIP_12752,2026-06-03 10:51:25.301943,Prenzlauer Berg,DRV_129,Passengers_Onboard,11,15.29
TRIP_12156,2026-06-03 10:51:25.301943,Friedrichshain-Kreuzberg,DRV_109,Idle,0,0.0
TRIP_10983,2026-06-03 11:05:25.301943,Friedrichshain-Kreuzberg,DRV_125,Passengers_Onboard,11,18.84
TRIP_11065,2026-06-03 11:08:25.301943,Friedrichshain-Kreuzberg,DRV_145,Idle,0,0.0
TRIP_11394,2026-06-03 11:10:25.301943,Prenzlauer Berg,DRV_129,En Route,0,0.0
TRIP_11061,2026-06-03 11:16:25.301943,Mitte,DRV_127,En Route,0,0.0
TRIP_11868,2026-06-03 11:27:25.301943,Friedrichshain-Kreuzberg,DRV_129,Passengers_Onboard,17,24.11
TRIP_10567,2026-06-03 11:33:25.301943,Prenzlauer Berg,DRV_100,Idle,0,0.0
TRIP_10982,2026-06-03 11:37:25.301943,Friedrichshain-Kreuzberg,DRV_120,Passengers_Onboard,13,18.66
TRIP_13907,2026-06-03 11:38:25.301943,Prenzlauer Berg,DRV_104,Passengers_Onboard,6,12.44
TRIP_13389,2026-06-03 11:46:25.301943,Mitte,DRV_107,En Route,0,0.0
TRIP_12661,2026-06-03 11:47:25.301943,Mitte,DRV_122,Passengers_Onboard,21,28.18
TRIP_14483,2026-06-03 11:47:25.301943,Mitte,DRV_101,Passengers_Onboard,15,23.99
TRIP_14019,2026-06-03 11:47:25.301943,Friedrichshain-Kreuzberg,DRV_141,Passengers_Onboard,6,13.21
TRIP_11139,2026-06-03 11:48:25.301943,Mitte,DRV_126,En Route,0,0.0
TRIP_11320,2026-06-03 11:55:25.301943,Mitte,DRV_115,Idle,0,0.0
TRIP_14425,2026-06-03 11:57:25.301943,Mitte,DRV_137,En Route,0,0.0
TRIP_11052,2026-06-03 12:03:25.301943,Prenzlauer Berg,DRV_123,En Route,0,0.0
TRIP_12513,2026-06-03 12:12:25.301943,Mitte,DRV_100,Passengers_Onboard,20,27.28
TRIP_12199,2026-06-03 12:16:25.301943,Prenzlauer Berg,DRV_101,Idle,0,0.0
TRIP_12797,2026-06-03 12:17:25.301943,Friedrichshain-Kreuzberg,DRV_127,Idle,0,0.0
TRIP_14841,2026-06-03 12:23:25.301943,Mitte,DRV_148,Passengers_Onboard,14,22.15
TRIP_10435,2026-06-03 12:29:25.301943,Mitte,DRV_128,Passengers_Onboard,16,26.18
TRIP_11332,2026-06-03 12:48:25.301943,Mitte,DRV_141,Passengers_Onboard,10,18.19
TRIP_11084,2026-06-03 12:50:25.301943,Mitte,DRV_125,Passengers_Onboard,18,20.12
TRIP_12879,2026-06-03 12:59:25.301943,Prenzlauer Berg,DRV_125,Passengers_Onboard,13,20.81
TRIP_10811,2026-06-03 13:03:25.301943,Friedrichshain-Kreuzberg,DRV_141,Passengers_Onboard,12,16.75
TRIP_12491,2026-06-03 13:04:25.301943,Mitte,DRV_132,Idle,0,0.0
TRIP_12221,2026-06-03 13:06:25.301943,Prenzlauer Berg,DRV_145,Passengers_Onboard,16,20.41
TRIP_14399,2026-06-03 13:11:25.301943,Mitte,DRV_104,Passengers_Onboard,27,36.79
TRIP_14484,2026-06-03 13:16:25.301943,Friedrichshain-Kreuzberg,DRV_125,Idle,0,0.0
TRIP_11996,2026-06-03 13:16:25.301943,Prenzlauer Berg,DRV_149,Passengers_Onboard,14,18.69
TRIP_10568,2026-06-03 13:26:25.301943,Friedrichshain-Kreuzberg,DRV_107,Idle,0,0.0
TRIP_11715,2026-06-03 13:30:25.301943,Friedrichshain-Kreuzberg,DRV_113,Passengers_Onboard,19,26.24
TRIP_13332,2026-06-03 13:30:25.301943,Prenzlauer Berg,DRV_143,Idle,0,0.0
TRIP_14659,2026-06-03 13:31:25.301943,Mitte,DRV_138,En Route,0,0.0
TRIP_14013,2026-06-03 13:43:25.301943,Mitte,DRV_140,Passengers_Onboard,10,13.87
TRIP_13326,2026-06-03 13:46:25.301943,Prenzlauer Berg,DRV_120,Passengers_Onboard,14,19.31
TRIP_12757,2026-06-03 14:01:25.301943,Prenzlauer Berg,DRV_122,En Route,0,0.0
TRIP_10915,2026-06-03 14:01:25.301943,Mitte,DRV_123,Idle,0,0.0
TRIP_11888,2026-06-03 14:06:25.301943,Mitte,DRV_112,Idle,0,0.0
TRIP_14915,2026-06-03 14:09:25.301943,Mitte,DRV_121,Passengers_Onboard,11,14.54
TRIP_13049,2026-06-03 14:10:25.301943,Mitte,DRV_122,Passengers_Onboard,18,28.34
TRIP_13429,2026-06-03 14:15:25.301943,Friedrichshain-Kreuzberg,DRV_117,Passengers_Onboard,20,28.28
TRIP_13933,2026-06-03 14:20:25.301943,Mitte,DRV_114,Passengers_Onboard,17,23.63
TRIP_13159,2026-06-03 14:24:25.301943,Mitte,DRV_136,En Route,0,0.0
TRIP_11496,2026-06-03 14:34:25.301943,Friedrichshain-Kreuzberg,DRV_125,En Route,0,0.0
